hc;cf;distanza;lv;quotaCF;quotaHC;quotaGap
Ponte della delizia;San vito al tgl.;10181.733142068757;16;21;43.79997634887695;22.799976348876953
Varmo casello idraulico c.b.b.f.;San vito al tgl.;12986.034914819591;24;21;13.007050514221191;7.992949485778809
Madrisio ponte sul tagliamento;San vito al tgl.;12999.59501926825;21;21;11.814027786254883;9.185972213745117
Latisana;San vito al tgl.;19667.21260435092;13;21;5.5133056640625;15.4866943359375
Latisana scala;San vito al tgl.;19613.55338656232;12;21;5.5133056640625;15.4866943359375
Casali grinta;San vito al tgl.;16238.659271723805;13;21;6.3910627365112305;14.60893726348877
San martino al tagliamento;San vito al tgl.;15285.162075367783;13;21;69.169464111328125;48.169464111328125
Arzenutto;San vito al tgl.;14126.590924463006;14;21;63.39314270019531;42.39314270019531
San vito al tagliamento ospedale;San vito al tgl.;3563.0857549663474;17;21;27.80974006652832;6.80974006652832
San vito al tagliamento cimitero;San vito al tgl.;5366.225187275478;17;21;32.09159469604492;11.091594696044922
Stalis;San vito al tgl.;6174.673644613345;12;21;10.510129928588867;10.489870071411133
Sesto al reghena;San vito al tgl.;5357.494510723866;11;21;10.6888427734375;10.3111572265625
Mure;San vito al tgl.;6215.297976457077;16;21;8.119863510131836;12.880136489868164
Zuiano;San vito al tgl.;8265.284106392251;14;21;11.029081344604492;9.970918655395508
Panigai;San vito al tgl.;13094.268392141663;12;21;5.501400470733643;15.498599529266357
Azzano decimo;San vito al tgl.;7991.945860213286;14;21;13.677153587341309;7.322846412658691
Pescincanna;San vito al tgl.;7305.757735445476;14;21;21.79218864440918;0.7921886444091797
Squarzare';San vito al tgl.;16373.39464621058;14;21;9.371118545532227;11.628881454467773
Biauzzo;San vito al tgl.;12628.665964140742;14;21;44.248985290527344;23.248985290527344
Codroipo centro;San vito al tgl.;14762.489629897853;12;21;37.96499252319336;16.96499252319336
Campomolle;San vito al tgl.;17310.32575708592;12;21;7.805864334106445;13.194135665893555
Teor;San vito al tgl.;18668.714226900684;15;21;7.206847667694092;13.793152332305908
Flambruzzo;San vito al tgl.;19617.897812839485;16;21;11.445226669311523;9.554773330688477
Flambruzzo villa badoglio;San vito al tgl.;19823.53254470158;18;21;11.445226669311523;9.554773330688477
Codroipo;San vito al tgl.;15550.82828147154;14;21;42.48942565917969;21.489425659179688
Zompicchia;San vito al tgl.;16399.22148088455;15;21;42.523799896240234;21.523799896240234
Goricizza caserme;San vito al tgl.;14972.625891685146;15;21;41.91107940673828;20.91107940673828
Codroipo ponte sp. 65;San vito al tgl.;15362.826572512166;16;21;37.40613555908203;16.40613555908203
Molino vecchio;San vito al tgl.;18408.753496141784;13;21;11.674541473388672;9.325458526611328
Sivigliano;San vito al tgl.;18581.08736028282;12;21;11.674541473388672;9.325458526611328
San lorenzo di sedegliano;San vito al tgl.;18483.052447100745;16;21;63.10237121582031;42.10237121582031
Rivolto;San vito al tgl.;17296.355307726255;12;21;37.384830474853516;16.384830474853516
San pelagio;Sgonico-zgonik;5281.513893538521;10;268;234.58306884765625;33.41693115234375
Prosecco eliporto;Sgonico-zgonik;4068.999077003322;13;268;273.6768493652344;5.676849365234375
Borgo grotta gigante;Sgonico-zgonik;3628.6033396776634;15;268;274.7296447753906;6.729644775390625
Trieste cattinara;Sgonico-zgonik;13447.028125932471;16;268;289.24932861328125;21.24932861328125
Varmo casello idraulico c.b.b.f.;Talmassons;13622.452728917127;27;16;13.007050514221191;2.9929494857788086
Madrisio ponte sul tagliamento;Talmassons;14272.997371414967;25;16;11.814027786254883;4.185972213745117
Latisana;Talmassons;17351.277053875176;7;16;5.5133056640625;10.4866943359375
Latisana scala;Talmassons;17420.083336058466;11;16;5.5133056640625;10.4866943359375
Casali grinta;Talmassons;12224.400611806304;10;16;6.3910627365112305;9.60893726348877
Biauzzo;Talmassons;19085.988721732723;9;16;44.248985290527344;28.248985290527344
Codroipo centro;Talmassons;16417.921196915213;13;16;37.96499252319336;21.96499252319336
Campomolle;Talmassons;10669.804394032204;8;16;7.805864334106445;8.194135665893555
Teor;Talmassons;9171.938751531694;8;16;7.206847667694092;8.793152332305908
Flambruzzo;Talmassons;6900.001469188422;9;16;11.445226669311523;4.554773330688477
Flambruzzo villa badoglio;Talmassons;6692.081043328521;21;16;11.445226669311523;4.554773330688477
Case zoncolan;Talmassons;5668.214397609503;11;16;10.054102897644043;5.945897102355957
Ariis;Talmassons;5370.778170670529;9;16;10.054102897644043;5.945897102355957
Ariis cimitero;Talmassons;4950.214130817417;14;16;9.479960441589355;6.5200395584106445
Ariis parco;Talmassons;5701.645020692899;11;16;10.054102897644043;5.945897102355957
Ariis centro e.t.p.;Talmassons;5736.596187466801;18;16;10.054102897644043;5.945897102355957
Casali sacile;Talmassons;6125.365383027603;10;16;7.9696431159973145;8.030356884002686
Casali petazzo;Talmassons;4239.318473705145;12;16;7.9478759765625;8.0521240234375
Pocenia;Talmassons;7449.873175870202;10;16;5.05306339263916;10.94693660736084
Case trevisan;Talmassons;8712.41841923069;11;16;2.4833574295043945;13.516642570495605
Casali gambellini;Talmassons;6242.414853194378;13;16;5.7831902503967285;10.216809749603271
Latisana crosere;Talmassons;14887.838393306221;13;16;1.522046685218811;14.477953314781189
Rivarotta;Talmassons;9106.420713645713;9;16;2.0823349952697754;13.917665004730225
Precenicco;Talmassons;12235.800562085775;10;16;1;15
Pocenia zona industriale;Talmassons;6387.622225951891;20;16;5.951496601104736;10.048503398895264
Palazzolo dello stella;Talmassons;10834.447213123856;18;16;1.3652523756027222;14.634747624397278
Casa di guardia;Talmassons;5944.718511814831;14;16;17.048948287963867;1.0489482879638672
Codroipo;Talmassons;16119.102231614657;9;16;42.48942565917969;26.489425659179688
Zompicchia;Talmassons;15082.245049806646;10;16;42.523799896240234;26.523799896240234
Goricizza caserme;Talmassons;17001.886821126835;14;16;41.91107940673828;25.91107940673828
Codroipo ponte sp. 65;Talmassons;15126.215836556376;18;16;37.40613555908203;21.40613555908203
Molino vecchio;Talmassons;8133.53227975854;13;16;11.674541473388672;4.325458526611328
Sivigliano;Talmassons;7954.243222938132;9;16;11.674541473388672;4.325458526611328
Lestizza;Talmassons;7826.887688268156;10;16;38.815711975097656;22.815711975097656
Villacaccia;Talmassons;11988.981529926868;9;16;46.654701232910156;30.654701232910156
San lorenzo di sedegliano;Talmassons;17957.635130805644;21;16;63.10237121582031;47.10237121582031
Rivolto;Talmassons;13165.458942275174;9;16;37.384830474853516;21.384830474853516
Talmassons;Talmassons;6018.595911464974;0;16;25.050640106201172;9.050640106201172
Casello f.s.;Talmassons;9078.793015871825;10;16;2.4833574295043945;13.516642570495605
Casa longo;Talmassons;9134.354707418883;7;16;2.4833574295043945;13.516642570495605
Pozzuolo del friuli;Talmassons;12177.835150194025;18;16;64.30040740966797;48.30040740966797
Mortegliano;Talmassons;7475.465240164009;10;16;42.066070556640625;26.066070556640625
Castions di strada;Talmassons;3917.3008376476882;15;16;20.14171028137207;4.14171028137207
Cormor paradiso;Talmassons;373.450736896172;12;16;11.960711479187012;4.039288520812988
Sant'andrat del cormor;Talmassons;3602.3633044799512;19;16;22.43624496459961;6.436244964599609
Zavattina;Talmassons;5428.38559461114;7;16;6.220213413238525;9.779786586761475
Muzzana del turgnano ponte ss 14;Talmassons;7395.340302793834;26;16;3.7311344146728516;12.268865585327148
Ponte ss 252 km 13;Talmassons;4995.537222507213;16;16;26.271743774414062;10.271743774414062
Ponte ss 252 km 14;Talmassons;4908.9742439904785;16;16;26.311248779296875;10.311248779296875
Zellina;Talmassons;5962.819092859265;8;16;5.650354385375977;10.349645614624023
Zellina ponte ferrovia;Talmassons;6301.510840168996;18;16;5.650354385375977;10.349645614624023
Fauglis;Talmassons;8500.947537320339;8;16;17.458444595336914;1.458444595336914
Chiarisacco;Talmassons;6822.542630404809;10;16;4.510447978973389;11.489552021026611
San giorgio di nogaro;Talmassons;6386.0203756592755;18;16;5.442806243896484;10.557193756103516
San giorgio di nogaro cimitero;Talmassons;6559.940530102645;27;16;4.7517523765563965;11.248247623443604
Planais;Talmassons;13919.379552716131;7;16;-0.07753685861825943;16.07753685861826
Sevegliano;Talmassons;11052.072256143592;9;16;16.583078384399414;0.5830783843994141
Torviscosa case savoiano;Talmassons;9255.561105110697;17;16;1.6187635660171509;14.38123643398285
Torviscosa molino;Talmassons;11388.786261493464;12;16;3.627873420715332;12.372126579284668
Torviscosa ponte ferrovia;Talmassons;12190.296080194352;20;16;2.5879039764404297;13.41209602355957
Tre ponti;Talmassons;13182.809198601606;8;16;0.11979803442955017;15.88020196557045
Muscoli;Talmassons;14669.212318335576;8;16;2.1789941787719727;13.821005821228027
Muscoli via san zenone;Talmassons;15266.52582841848;17;16;2.1789941787719727;13.821005821228027
Cervignano floricoltura vrech;Talmassons;16145.683082300851;26;16;3.4289660453796387;12.571033954620361
Castions delle mure casali fabbrica;Talmassons;12948.235978191042;30;16;1.4943509101867676;14.505649089813232
Torviscosa;Talmassons;11679.33629581413;7;16;2.9870262145996094;13.01297378540039
Visco;Talmassons;14839.441065314619;8;16;20.478994369506836;4.478994369506836
Belvat;Talmassons;14042.087136401089;8;16;-1.075460433959961;17.07546043395996
Cervignano;Talmassons;16178.604472107718;9;16;3.2710282802581787;12.728971719741821
Risano case moschioni;Talmassons;13595.87631074496;15;16;62.54551315307617;46.54551315307617
Gris cuccana;Talmassons;8582.635193679407;11;16;37.09934997558594;21.099349975585938
Palmanova;Talmassons;11673.087389317456;5;16;26.880163192749023;10.880163192749023
Trivignano udinese;Talmassons;16114.939050075189;14;16;41.905914306640625;25.905914306640625
Lauzacco;Talmassons;14538.234153533676;7;16;55.54144287109375;39.54144287109375
Ialmicco sede protezione civile regionale;Talmassons;14144.229516186959;35;16;26.88026237487793;10.88026237487793
Pavia di udine;Talmassons;16362.222633506019;11;16;63.512428283691406;47.512428283691406
Scodovacca;Talmassons;18031.317176437813;10;16;4.342519760131836;11.657480239868164
Borgo modena;Talmassons;18884.845345402413;10;16;4.265965461730957;11.734034538269043
Case polzin;Talmassons;18178.021950048922;10;16;0.8759349584579468;15.124065041542053
Malborghetto di cervignano;Talmassons;18410.2743869465;22;16;0;16
Fraida;Talmassons;16648.49838225662;9;16;-0.03847680613398552;16.038476806133986
Lame di precenicco;Talmassons;19917.148316113515;16;16;0;16
Marano lagunare colomba;Talmassons;12197.94547239908;19;16;0;16
Ca' anfora;Talmassons;18349.50861794944;7;16;-2.7816812992095947;18.781681299209595
Viscone;Talmassons;17897.449176183523;7;16;33.00700378417969;17.007003784179688
Tapogliano ex ponte ss 252;Talmassons;19568.169420297516;19;16;20.637659072875977;4.637659072875977
Versa;Talmassons;19621.742167704262;9;16;23.13545799255371;7.135457992553711
Chiout;Tarvisio;15300.728536516797;7;794;792.772216796875;1.227783203125
Tarvisio campo sportivo;Tarvisio;3295.39561651783;15;794;754.337158203125;39.662841796875
Tarvisio;Tarvisio;1485.444280265244;0;794;788.60186767578125;5.39813232421875
Casali petazzo;Terzo d'aquileia;19578.265879525465;16;0;7.9478759765625;7.9478759765625
Pocenia;Terzo d'aquileia;19179.916214556582;13;0;5.05306339263916;5.05306339263916
Case trevisan;Terzo d'aquileia;17141.724036739954;14;0;2.4833574295043945;2.4833574295043945
Casali gambellini;Terzo d'aquileia;19054.261023238305;14;0;5.7831902503967285;5.7831902503967285
Rivarotta;Terzo d'aquileia;18889.357383862785;14;0;2.0823349952697754;2.0823349952697754
Precenicco;Terzo d'aquileia;18502.604553331006;14;0;1;1
Pocenia zona industriale;Terzo d'aquileia;17101.684257208508;18;0;5.951496601104736;5.951496601104736
Palazzolo dello stella;Terzo d'aquileia;18950.159869111936;16;0;1.3652523756027222;1.3652523756027222
Casello f.s.;Terzo d'aquileia;16889.080029726345;15;0;2.4833574295043945;2.4833574295043945
Casa longo;Terzo d'aquileia;16787.61169453711;15;0;2.4833574295043945;2.4833574295043945
Castions di strada;Terzo d'aquileia;17767.22140699689;15;0;20.14171028137207;20.14171028137207
Cormor paradiso;Terzo d'aquileia;17198.447442699224;13;0;11.960711479187012;11.960711479187012
Zavattina;Terzo d'aquileia;13910.372938733299;13;0;6.220213413238525;6.220213413238525
Muzzana del turgnano ponte ss 14;Terzo d'aquileia;15284.45730319448;27;0;3.7311344146728516;3.7311344146728516
Ponte ss 252 km 14;Terzo d'aquileia;19861.839212655515;17;0;26.311248779296875;26.311248779296875
Zellina;Terzo d'aquileia;12865.89271490273;13;0;5.650354385375977;5.650354385375977
Zellina ponte ferrovia;Terzo d'aquileia;12604.59479124968;17;0;5.650354385375977;5.650354385375977
Fauglis;Terzo d'aquileia;13871.396520376426;12;0;17.458444595336914;17.458444595336914
Chiarisacco;Terzo d'aquileia;10748.079758097503;15;0;4.510447978973389;4.510447978973389
San giorgio di nogaro;Terzo d'aquileia;11198.247308900292;18;0;5.442806243896484;5.442806243896484
San giorgio di nogaro cimitero;Terzo d'aquileia;11079.225708616792;23;0;4.7517523765563965;4.7517523765563965
Planais;Terzo d'aquileia;5477.755552231356;14;0;-0.07753685861825943;0.07753685861825943
Sevegliano;Terzo d'aquileia;13156.450202552342;14;0;16.583078384399414;16.583078384399414
Torviscosa case savoiano;Terzo d'aquileia;8377.198052419748;18;0;1.6187635660171509;1.6187635660171509
Torviscosa molino;Terzo d'aquileia;7119.718298339712;13;0;3.627873420715332;3.627873420715332
Torviscosa ponte ferrovia;Terzo d'aquileia;6608.985355993061;18;0;2.5879039764404297;2.5879039764404297
Tre ponti;Terzo d'aquileia;6487.555094133179;12;0;0.11979803442955017;0.11979803442955017
Muscoli;Terzo d'aquileia;7585.304283488146;13;0;2.1789941787719727;2.1789941787719727
Muscoli via san zenone;Terzo d'aquileia;7761.805927114422;18;0;2.1789941787719727;2.1789941787719727
Cervignano floricoltura vrech;Terzo d'aquileia;6662.796123967559;23;0;3.4289660453796387;3.4289660453796387
Castions delle mure casali fabbrica;Terzo d'aquileia;8144.158110297792;28;0;1.4943509101867676;1.4943509101867676
Torviscosa;Terzo d'aquileia;6284.504107909783;13;0;2.9870262145996094;2.9870262145996094
Visco;Terzo d'aquileia;14039.881769323463;15;0;20.478994369506836;20.478994369506836
Belvat;Terzo d'aquileia;3949.987676364727;14;0;-1.075460433959961;1.075460433959961
Cervignano;Terzo d'aquileia;5741.61681799577;13;0;3.2710282802581787;3.2710282802581787
Gris cuccana;Terzo d'aquileia;19648.852880585717;12;0;37.09934997558594;37.09934997558594
Palmanova;Terzo d'aquileia;16030.598883478397;14;0;26.880163192749023;26.880163192749023
Ialmicco sede protezione civile regionale;Terzo d'aquileia;15933.39505424338;32;0;26.88026237487793;26.88026237487793
Aquileia idrovora ca' padovano;Terzo d'aquileia;3977.655191627692;25;0;-0.20078884065151215;0.20078884065151215
Scodovacca;Terzo d'aquileia;7318.956273111147;13;0;4.342519760131836;4.342519760131836
Borgo modena;Terzo d'aquileia;7715.810543839825;11;0;4.265965461730957;4.265965461730957
Case polzin;Terzo d'aquileia;5872.740230218042;13;0;0.8759349584579468;0.8759349584579468
Malborghetto di cervignano;Terzo d'aquileia;5753.277263438932;21;0;0;0
Ca' viola;Terzo d'aquileia;8561.229999575495;13;0;-1;1
Val lovato;Terzo d'aquileia;19303.39643328868;15;0;-0.23750941455364227;0.23750941455364227
Lignano sabbiadoro;Terzo d'aquileia;17499.976838583636;15;0;2.3162028789520264;2.3162028789520264
Fraida;Terzo d'aquileia;16629.13314317597;12;0;-0.03847680613398552;0.03847680613398552
Marano lagunare colomba;Terzo d'aquileia;9535.173655987845;17;0;0;0
Ca' anfora;Terzo d'aquileia;963.9046103314571;13;0;-2.7816812992095947;2.7816812992095947
Grado sede g.i.t.;Terzo d'aquileia;12085.546695921443;14;0;0.4218692481517792;0.4218692481517792
Grado molo torpediniere;Terzo d'aquileia;11006.246796048588;19;0;0.6536489725112915;0.6536489725112915
Grado valle cavarera;Terzo d'aquileia;12413.829026373556;16;0;0.6634598970413208;0.6634598970413208
Gradisca d'isonzo;Terzo d'aquileia;19280.722346792903;15;0;28.20496368408203;28.20496368408203
Gradisca d'isonzo ponte pedonale;Terzo d'aquileia;19841.212270622866;27;0;41.525821685791016;41.525821685791016
Gradisca d'isonzo casello idraulico;Terzo d'aquileia;19323.094757759638;28;0;28.20496368408203;28.20496368408203
Sagrado ponte ss 305;Terzo d'aquileia;18142.843892407498;17;0;23.534893035888672;23.534893035888672
Ruda cimitero;Terzo d'aquileia;10004.034123622494;13;0;8.37320327758789;8.37320327758789
Turriaco;Terzo d'aquileia;10566.838432215802;13;0;6.438595294952393;6.438595294952393
Pieris ponte ss 14;Terzo d'aquileia;9978.123540164575;15;0;5.44204044342041;5.44204044342041
Fiumicello;Terzo d'aquileia;7177.290004227095;15;0;0;0
Isola morosini ex magazzino tabacco;Terzo d'aquileia;9929.333177919903;30;0;0.3983982503414154;0.3983982503414154
Isola morosini idrovora terranova;Terzo d'aquileia;12926.17773083089;28;0;-0.651797890663147;0.651797890663147
Fossalon bonifica vittoria;Terzo d'aquileia;14832.382253233209;20;0;-1;1
Villa vicentina via sant'antonio;Terzo d'aquileia;8234.852019007854;28;0;4.834527015686035;4.834527015686035
Viscone;Terzo d'aquileia;18075.39161267645;14;0;33.00700378417969;33.00700378417969
Tapogliano ex ponte ss 252;Terzo d'aquileia;15631.999723078845;22;0;20.637659072875977;20.637659072875977
Villesse ponte ss 351;Terzo d'aquileia;12394.37287524574;19;0;12.620546340942383;12.620546340942383
Versa ponte ss 252;Terzo d'aquileia;16705.925435588193;15;0;22.48201560974121;22.48201560974121
Fratta;Terzo d'aquileia;18368.789777813035;13;0;23.620899200439453;23.620899200439453
Versa;Terzo d'aquileia;15856.612383018744;13;0;23.13545799255371;23.13545799255371
Monfalcone;Terzo d'aquileia;17974.549103796922;13;0;4.997217178344727;4.997217178344727
Alberoni idrovora sacchetti;Terzo d'aquileia;15636.78600285908;21;0;-0.009229229763150215;0.009229229763150215
Monfalcone piscina comunale;Terzo d'aquileia;15782.155779368395;23;0;0.9136075377464294;0.9136075377464294
Tolmezzo ponte avons;Tolmezzo;1160.7180165137843;12;314;306.72265625;7.27734375
Tolmezzo;Tolmezzo;2878.7510597587234;0;314;363.86981201171875;49.86981201171875
Tolmezzo ponte di caneva;Tolmezzo;1155.2563758552421;16;314;345.44940185546875;31.44940185546875
Borgo povici;Tolmezzo;16642.254136830183;10;314;361.42498779296875;47.42498779296875
Pioverno;Tolmezzo;11903.012180317186;6;314;265.94818115234375;48.05181884765625
Venzone;Tolmezzo;12980.883721010463;7;314;285.83502197265625;28.16497802734375
Barcola;Trieste ist. nautico;4054.474512867422;19;30;78.35676574707031;48.35676574707031
Trieste istituto nautico;Trieste ist. nautico;12.795708446670838;5;30;7.493386745452881;22.50661325454712
Servola;Trieste ist. nautico;2693.66935661336;18;30;29.561124801635742;0.4388751983642578
Muggia;Trieste ist. nautico;5212.606463391305;18;30;0.8371971845626831;29.162802815437317
Francovec;Trieste ist. nautico;6217.942797416956;17;30;14.216096878051758;15.783903121948242
Noghere;Trieste ist. nautico;8025.657490115744;19;30;50.59730529785156;20.597305297851562
Trieste istituto nautico;Trieste molo f.lli bandiera;1003.773721844816;16;1;7.493386745452881;6.493386745452881
Servola;Trieste molo f.lli bandiera;3512.1025161088132;23;1;29.561124801635742;28.561124801635742
Muggia;Trieste molo f.lli bandiera;5717.130033195047;25;1;0.8371971845626831;0.1628028154373169
Francovec;Trieste molo f.lli bandiera;7111.215735275144;24;1;14.216096878051758;13.216096878051758
Noghere;Trieste molo f.lli bandiera;8789.749456319263;24;1;50.59730529785156;49.59730529785156
Zompicchia;Udine s.o.;19127.062043522106;10;91;42.523799896240234;48.476200103759766
Coseano;Udine s.o.;16487.749971550158;8;91;112.73396301269531;21.733963012695312
Flaibano;Udine s.o.;19028.074412372738;9;91;91.2201919555664;0.22019195556640625
Villacaccia;Udine s.o.;13964.502833245833;11;91;46.654701232910156;44.345298767089844
Villaorba;Udine s.o.;12555.036072935627;9;91;67.18202209472656;23.817977905273438
San lorenzo di sedegliano;Udine s.o.;18041.238292369824;22;91;63.10237121582031;27.897628784179688
Pantianicco;Udine s.o.;14707.385919016471;10;91;69.67994689941406;21.320053100585938
Colloredo di prato;Udine s.o.;7175.111527330032;16;91;103.91793823242188;12.917938232421875
Pagnacco;Udine s.o.;9084.14997629128;8;91;139.8948516845703;48.89485168457031
Colugna;Udine s.o.;6921.60480599663;10;91;124.73239135742188;33.732391357421875
Rizzi;Udine s.o.;6243.864041410342;9;91;117.85282897949219;26.852828979492188
Udine castello;Udine s.o.;3393.0374583085813;7;91;114.83202362060547;23.83202362060547
Pasian di prato;Udine s.o.;4105.665833880354;12;91;101.91656494140625;10.91656494140625
Basaldella di campoformido;Udine s.o.;1655.9003468541248;23;91;85.4479751586914;5.552024841308594
Pozzuolo del friuli;Udine s.o.;5767.694051929846;17;91;64.30040740966797;26.69959259033203
Mortegliano;Udine s.o.;10426.173271192305;10;91;42.066070556640625;48.933929443359375
Adegliacco;Udine s.o.;8911.524139244846;9;91;136.69041442871094;45.69041442871094
Feletto umberto;Udine s.o.;7197.66429756556;14;91;130.2279510498047;39.22795104980469
Risano case moschioni;Udine s.o.;5937.62487963724;16;91;62.54551315307617;28.454486846923828
Trivignano udinese;Udine s.o.;13009.07836216956;15;91;41.905914306640625;49.094085693359375
Lauzacco;Udine s.o.;7669.262652805799;9;91;55.54144287109375;35.45855712890625
Pavia di udine;Udine s.o.;7222.2344886963365;12;91;63.512428283691406;27.487571716308594
Cerneglons ponte;Udine s.o.;6563.723517115449;12;91;87.30888366699219;3.6911163330078125
Povoletto;Udine s.o.;11653.735752585926;9;91;131.51287841796875;40.51287841796875
Selvis;Udine s.o.;9131.139692903624;9;91;98.00841522216797;7.008415222167969
Cerneglons;Udine s.o.;7444.335438643766;8;91;91.393829345703125;0.393829345703125
Orzano;Udine s.o.;10592.155459476562;9;91;100.03337860107422;9.033378601074219
Cividale istituto agrario;Udine s.o.;16334.791998396373;20;91;132.30323791503906;41.30323791503906
Cividale ponte del diavolo;Udine s.o.;16946.463404904232;21;91;132.68756103515625;41.68756103515625
Manzano ponte case;Udine s.o.;13623.5423234587;15;91;65.63212585449219;25.367874145507812
Manzano;Udine s.o.;12750.458135570938;8;91;75.56151580810547;15.438484191894531
Brazzano;Udine s.o.;18741.461497107244;9;91;70.73090362548828;20.26909637451172
Marsure bares;Vivaro;13043.120186878827;11;142;188.30410766601562;46.304107666015625
Aviano;Vivaro;12932.742375821466;4;142;145.93150329589844;3.9315032958984375
Aviano casa marchi;Vivaro;11382.941254299329;15;142;166.18336486816406;24.183364868164062
Tesis;Vivaro;5621.423896132247;6;142;176.2062225341797;34.20622253417969
San quirino la roiata;Vivaro;12010.718381131992;17;142;97.66266632080078;44.33733367919922
San quirino officina c.b.c.m.;Vivaro;11760.122652338901;27;142;122.39817810058594;19.601821899414062
San martino di campagna;Vivaro;9655.630440952129;20;142;183.31297302246094;41.31297302246094
Rauscedo stazione di pompaggio c.b.c.m.;Vivaro;4468.579983358943;36;142;104.90544128417969;37.09455871582031
Basaldella di vivaro;Vivaro;2127.9975795329215;15;142;141.309814453125;0.690185546875
Villa rinaldi;Vivaro;7069.4573727929865;9;142;95.75718688964844;46.24281311035156
Pinzano;Vivaro;18028.951690908703;4;142;149.7477569580078;7.7477569580078125
Vacile;Vivaro;11876.510699689534;5;142;154.6710205078125;12.6710205078125
Baseglia;Vivaro;11721.012106977125;8;142;129.8436279296875;12.1563720703125
Barbeano;Vivaro;6332.461310452251;6;142;113.07208251953125;28.92791748046875
Istrago;Vivaro;9865.012794603881;5;142;129.85023498535156;12.149765014648438
Ponte di dignano;Vivaro;12337.849682465028;13;142;93.24906158447266;48.750938415527344
Spilimbergo la favorita;Vivaro;9493.418537445137;20;142;121.96224212646484;20.037757873535156
Coseano;Vivaro;19945.983082492516;5;142;112.73396301269531;29.266036987304688
